"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","yearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_1439-8516_KnowledgeField_1_YearEvaluation_2005_Qualis_B3","Journal_1439-8516","1439-8516","Acta Mathematica Sinica English Series","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0168-9673_KnowledgeField_1_YearEvaluation_2005_Qualis_B4","Journal_0168-9673","0168-9673","Acta Mathematicae Applicatae Sinica English Series","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0103-5037_KnowledgeField_26_YearEvaluation_2005_Qualis_C","Journal_0103-5037","0103-5037","Acta Médica (Porto Alegre)","KnowledgeField_26",26,"DIREITO","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_0103-5037_KnowledgeField_45_YearEvaluation_2005_Qualis_B4","Journal_0103-5037","0103-5037","Acta Médica (Porto Alegre)","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0103-5037_KnowledgeField_15_YearEvaluation_2005_Qualis_B5","Journal_0103-5037","0103-5037","Acta Médica (Porto Alegre)","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0103-5037_KnowledgeField_16_YearEvaluation_2005_Qualis_B5","Journal_0103-5037","0103-5037","Acta Médica (Porto Alegre)","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0870-399X_KnowledgeField_21_YearEvaluation_2005_Qualis_B2","Journal_0870-399X","0870-399X","Acta Medica Portuguesa","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0870-399X_KnowledgeField_20_YearEvaluation_2005_Qualis_B2","Journal_0870-399X","0870-399X","Acta Medica Portuguesa","KnowledgeField_20",20,"ENFERMAGEM","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0870-399X_KnowledgeField_45_YearEvaluation_2005_Qualis_B3","Journal_0870-399X","0870-399X","Acta Medica Portuguesa","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0870-399X_KnowledgeField_15_YearEvaluation_2005_Qualis_B3","Journal_0870-399X","0870-399X","Acta Medica Portuguesa","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0870-399X_KnowledgeField_16_YearEvaluation_2005_Qualis_B3","Journal_0870-399X","0870-399X","Acta Medica Portuguesa","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0870-399X_KnowledgeField_17_YearEvaluation_2005_Qualis_B3","Journal_0870-399X","0870-399X","Acta Medica Portuguesa","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0870-399X_KnowledgeField_22_YearEvaluation_2005_Qualis_B3","Journal_0870-399X","0870-399X","Acta Medica Portuguesa","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0001-6160_KnowledgeField_12_YearEvaluation_2005_Qualis_B5","Journal_0001-6160","0001-6160","Acta Metallurgica","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1335-1532_KnowledgeField_12_YearEvaluation_2005_Qualis_B3","Journal_1335-1532","1335-1532","Acta Metallurgica Slovaca","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1000-0674_KnowledgeField_5_YearEvaluation_2005_Qualis_B2","Journal_1000-0674","1000-0674","Acta Micropalaeontologica Sinica (Beijing)","KnowledgeField_5",5,"GEOCIÊNCIAS","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0798-4545_KnowledgeField_12_YearEvaluation_2005_Qualis_B3","Journal_0798-4545","0798-4545","Acta Microscopica","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0798-4545_KnowledgeField_14_YearEvaluation_2005_Qualis_B5","Journal_0798-4545","0798-4545","Acta Microscopica","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0798-4545_KnowledgeField_5_YearEvaluation_2005_Qualis_B4","Journal_0798-4545","0798-4545","Acta Microscopica","KnowledgeField_5",5,"GEOCIÊNCIAS","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0942-0940_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_0942-0940","0942-0940","Acta Neurochirurgica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0942-0940_KnowledgeField_17_YearEvaluation_2005_Qualis_B1","Journal_0942-0940","0942-0940","Acta Neurochirurgica","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0300-9009_KnowledgeField_21_YearEvaluation_2005_Qualis_B1","Journal_0300-9009","0300-9009","Acta Neurologica Belgica","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1600-0404_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_1600-0404","1600-0404","Acta Neurologica Scandinavica","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1600-0404_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_1600-0404","1600-0404","Acta Neurologica Scandinavica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1600-0404_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_1600-0404","1600-0404","Acta Neurologica Scandinavica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1432-0533_KnowledgeField_16_YearEvaluation_2005_Qualis_A2","Journal_1432-0533","1432-0533","Acta Neuropathologica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1601-5215_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_1601-5215","1601-5215","Acta Neuropsychiatrica","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1601-5215_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_1601-5215","1601-5215","Acta Neuropsychiatrica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1600-0412_KnowledgeField_15_YearEvaluation_2005_Qualis_B2","Journal_1600-0412","1600-0412","Acta Obstetricia Et Gynecologica Scandinavica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1600-0412_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_1600-0412","1600-0412","Acta Obstetricia Et Gynecologica Scandinavica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1600-0412_KnowledgeField_17_YearEvaluation_2005_Qualis_B2","Journal_1600-0412","1600-0412","Acta Obstetricia Et Gynecologica Scandinavica","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1600-0412_KnowledgeField_22_YearEvaluation_2005_Qualis_A2","Journal_1600-0412","1600-0412","Acta Obstetricia Et Gynecologica Scandinavica","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0326-4815_KnowledgeField_16_YearEvaluation_2005_Qualis_B3","Journal_0326-4815","0326-4815","Acta odontologica latinoamericana : AOL","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0326-4815_KnowledgeField_18_YearEvaluation_2005_Qualis_B3","Journal_0326-4815","0326-4815","Acta odontologica latinoamericana : AOL","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1502-3850_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_1502-3850","1502-3850","Acta Odontologica Scandinavica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1502-3850_KnowledgeField_18_YearEvaluation_2005_Qualis_B2","Journal_1502-3850","1502-3850","Acta Odontologica Scandinavica","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0001-6365_KnowledgeField_12_YearEvaluation_2005_Qualis_B2","Journal_0001-6365","0001-6365","Acta Odontologica Venezolana","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0001-6365_KnowledgeField_16_YearEvaluation_2005_Qualis_B3","Journal_0001-6365","0001-6365","Acta Odontologica Venezolana","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0001-6365_KnowledgeField_18_YearEvaluation_2005_Qualis_B3","Journal_0001-6365","0001-6365","Acta Odontologica Venezolana","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1146-609X_KnowledgeField_6_YearEvaluation_2005_Qualis_A2","Journal_1146-609X","1146-609X","Acta Oecologica","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1146-609X_KnowledgeField_998_YearEvaluation_2005_Qualis_B1","Journal_1146-609X","1146-609X","Acta Oecologica","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1146-609X_KnowledgeField_45_YearEvaluation_2005_Qualis_A2","Journal_1146-609X","1146-609X","Acta Oecologica","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1146-609X_KnowledgeField_23_YearEvaluation_2005_Qualis_A2","Journal_1146-609X","1146-609X","Acta Oecologica","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0284-186X_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_0284-186X","0284-186X","Acta Oncologica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0100-3127_KnowledgeField_15_YearEvaluation_2005_Qualis_B5","Journal_0100-3127","0100-3127","Acta Oncológica Brasileira","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0100-3127_KnowledgeField_16_YearEvaluation_2005_Qualis_B5","Journal_0100-3127","0100-3127","Acta Oncológica Brasileira","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0100-3127_KnowledgeField_17_YearEvaluation_2005_Qualis_B5","Journal_0100-3127","0100-3127","Acta Oncológica Brasileira","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0100-3127_KnowledgeField_18_YearEvaluation_2005_Qualis_B4","Journal_0100-3127","0100-3127","Acta Oncológica Brasileira","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1395-3907_KnowledgeField_45_YearEvaluation_2005_Qualis_A2","Journal_1395-3907","1395-3907","Acta Ophthalmologica Scandinavica","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1395-3907_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_1395-3907","1395-3907","Acta Ophthalmologica Scandinavica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1395-3907_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_1395-3907","1395-3907","Acta Ophthalmologica Scandinavica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1395-3907_KnowledgeField_18_YearEvaluation_2005_Qualis_B1","Journal_1395-3907","1395-3907","Acta Ophthalmologica Scandinavica","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1809-8770_KnowledgeField_21_YearEvaluation_2005_Qualis_B5","Journal_1809-8770","1809-8770","Acta ORL","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1809-8770_KnowledgeField_17_YearEvaluation_2005_Qualis_C","Journal_1809-8770","1809-8770","Acta ORL","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1413-7852_KnowledgeField_48_YearEvaluation_2005_Qualis_B4","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1413-7852_KnowledgeField_6_YearEvaluation_2005_Qualis_B4","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1413-7852_KnowledgeField_21_YearEvaluation_2005_Qualis_B2","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1413-7852_KnowledgeField_20_YearEvaluation_2005_Qualis_B2","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_20",20,"ENFERMAGEM","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1413-7852_KnowledgeField_13_YearEvaluation_2005_Qualis_B3","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_13",13,"ENGENHARIAS III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1413-7852_KnowledgeField_14_YearEvaluation_2005_Qualis_B4","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1413-7852_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1413-7852_KnowledgeField_15_YearEvaluation_2005_Qualis_B4","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1413-7852_KnowledgeField_16_YearEvaluation_2005_Qualis_B4","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1413-7852_KnowledgeField_17_YearEvaluation_2005_Qualis_B4","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1413-7852_KnowledgeField_18_YearEvaluation_2005_Qualis_B3","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1413-7852_KnowledgeField_22_YearEvaluation_2005_Qualis_B4","Journal_1413-7852","1413-7852","Acta Ortopédica Brasileira","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0001-6489_KnowledgeField_21_YearEvaluation_2005_Qualis_B1","Journal_0001-6489","0001-6489","Acta Oto-Laryngologica","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0001-6489_KnowledgeField_15_YearEvaluation_2005_Qualis_B2","Journal_0001-6489","0001-6489","Acta Oto-Laryngologica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0001-6489_KnowledgeField_16_YearEvaluation_2005_Qualis_B2","Journal_0001-6489","0001-6489","Acta Oto-Laryngologica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0001-6489_KnowledgeField_17_YearEvaluation_2005_Qualis_B2","Journal_0001-6489","0001-6489","Acta Oto-Laryngologica","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0001-6489_KnowledgeField_18_YearEvaluation_2005_Qualis_B1","Journal_0001-6489","0001-6489","Acta Oto-Laryngologica","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0392-100X_KnowledgeField_17_YearEvaluation_2005_Qualis_B3","Journal_0392-100X","0392-100X","Acta Otorhinolaryngologica Italica","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0392-100X_KnowledgeField_22_YearEvaluation_2005_Qualis_B2","Journal_0392-100X","0392-100X","Acta Otorhinolaryngologica Italica","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0803-5253_KnowledgeField_48_YearEvaluation_2005_Qualis_B2","Journal_0803-5253","0803-5253","Acta Paediatrica","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0803-5253_KnowledgeField_9_YearEvaluation_2005_Qualis_B3","Journal_0803-5253","0803-5253","Acta Paediatrica","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0803-5253_KnowledgeField_45_YearEvaluation_2005_Qualis_A2","Journal_0803-5253","0803-5253","Acta Paediatrica","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0803-5253_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_0803-5253","0803-5253","Acta Paediatrica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0803-5253_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_0803-5253","0803-5253","Acta Paediatrica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0803-5253_KnowledgeField_22_YearEvaluation_2005_Qualis_A2","Journal_0803-5253","0803-5253","Acta Paediatrica","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0001-656X_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_0001-656X","0001-656X","Acta Paediatrica Scandinavica","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0001-656X_KnowledgeField_16_YearEvaluation_2005_Qualis_B3","Journal_0001-656X","0001-656X","Acta Paediatrica Scandinavica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0567-7920_KnowledgeField_998_YearEvaluation_2005_Qualis_B1","Journal_0567-7920","0567-7920","Acta Palaeontologica Polonica","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1230-2821_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_1230-2821","1230-2821","Acta Parasitologica","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1230-2821_KnowledgeField_9_YearEvaluation_2005_Qualis_B4","Journal_1230-2821","1230-2821","Acta Parasitologica","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1230-2821_KnowledgeField_998_YearEvaluation_2005_Qualis_B2","Journal_1230-2821","1230-2821","Acta Parasitologica","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1230-2821_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_1230-2821","1230-2821","Acta Parasitologica","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1230-2821_KnowledgeField_16_YearEvaluation_2005_Qualis_B2","Journal_1230-2821","1230-2821","Acta Parasitologica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0103-2100_KnowledgeField_38_YearEvaluation_2005_Qualis_C","Journal_0103-2100","0103-2100","Acta Paulista de Enfermagem","KnowledgeField_38",38,"EDUCAÇÃO","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_0103-2100_KnowledgeField_20_YearEvaluation_2005_Qualis_B1","Journal_0103-2100","0103-2100","Acta Paulista de Enfermagem","KnowledgeField_20",20,"ENFERMAGEM","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0103-2100_KnowledgeField_999_YearEvaluation_2005_Qualis_C","Journal_0103-2100","0103-2100","Acta Paulista de Enfermagem","KnowledgeField_999",999,"ENSINO DE CIÊNCIAS E MATEMATICA","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_0103-2100_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_0103-2100","0103-2100","Acta Paulista de Enfermagem","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0103-2100_KnowledgeField_15_YearEvaluation_2005_Qualis_B5","Journal_0103-2100","0103-2100","Acta Paulista de Enfermagem","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0103-2100_KnowledgeField_16_YearEvaluation_2005_Qualis_B5","Journal_0103-2100","0103-2100","Acta Paulista de Enfermagem","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0103-2100_KnowledgeField_22_YearEvaluation_2005_Qualis_B4","Journal_0103-2100","0103-2100","Acta Paulista de Enfermagem","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0001-6640_KnowledgeField_22_YearEvaluation_2005_Qualis_B3","Journal_0001-6640","0001-6640","Acta Pediatrica Espanola","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0873-9781_KnowledgeField_16_YearEvaluation_2005_Qualis_B5","Journal_0873-9781","0873-9781","Acta Pediatrica Portuguesa","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1000-0569_KnowledgeField_5_YearEvaluation_2005_Qualis_B1","Journal_1000-0569","1000-0569","Acta Petrologica Sinica","KnowledgeField_5",5,"GEOCIÊNCIAS","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1745-7254_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_1745-7254","1745-7254","Acta Pharmacologica Sinica","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1745-7254_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_1745-7254","1745-7254","Acta Pharmacologica Sinica","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1745-7254_KnowledgeField_19_YearEvaluation_2005_Qualis_B1","Journal_1745-7254","1745-7254","Acta Pharmacologica Sinica","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0355-1792_KnowledgeField_33_YearEvaluation_2005_Qualis_A2","Journal_0355-1792","0355-1792","Acta Philosophica Fennica","KnowledgeField_33",33,"FILOSOFIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1219-7580_KnowledgeField_3_YearEvaluation_2005_Qualis_B5","Journal_1219-7580","1219-7580","Acta Physica Hungarica A) Heavy Ion Physics","KnowledgeField_3",3,"ASTRONOMIA / FÍSICA","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1219-7580_KnowledgeField_45_YearEvaluation_2005_Qualis_B3","Journal_1219-7580","1219-7580","Acta Physica Hungarica A) Heavy Ion Physics","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0587-4246_KnowledgeField_3_YearEvaluation_2005_Qualis_B5","Journal_0587-4246","0587-4246","Acta Physica Polonica A","KnowledgeField_3",3,"ASTRONOMIA / FÍSICA","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0587-4246_KnowledgeField_42_YearEvaluation_2005_Qualis_B1","Journal_0587-4246","0587-4246","Acta Physica Polonica A","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0587-4246_KnowledgeField_12_YearEvaluation_2005_Qualis_B2","Journal_0587-4246","0587-4246","Acta Physica Polonica A","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0587-4254_KnowledgeField_3_YearEvaluation_2005_Qualis_B5","Journal_0587-4254","0587-4254","Acta Physica Polonica B","KnowledgeField_3",3,"ASTRONOMIA / FÍSICA","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0137-5881_KnowledgeField_48_YearEvaluation_2005_Qualis_B4","Journal_0137-5881","0137-5881","Acta Physiologiae Plantarum","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0137-5881_KnowledgeField_42_YearEvaluation_2005_Qualis_B1","Journal_0137-5881","0137-5881","Acta Physiologiae Plantarum","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0137-5881_KnowledgeField_6_YearEvaluation_2005_Qualis_B3","Journal_0137-5881","0137-5881","Acta Physiologiae Plantarum","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1588-2683_KnowledgeField_16_YearEvaluation_2005_Qualis_B2","Journal_1588-2683","1588-2683","Acta Physiologica Hungarica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0001-6772_KnowledgeField_8_YearEvaluation_2005_Qualis_B1","Journal_0001-6772","0001-6772","Acta Physiologica Scandinavica","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1689-0027_KnowledgeField_6_YearEvaluation_2005_Qualis_A2","Journal_1689-0027","1689-0027","Acta Protozoologica","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
